,synthetic_flow
2025-06-05,13278.011235423472
2025-06-06,13005.42845423227
2025-06-07,12555.559674518454
2025-06-08,12694.72233630938
2025-06-09,12883.082389734993
2025-06-10,13372.332732162042
2025-06-11,12924.67325769506
2025-06-12,13440.994268047385
2025-06-13,14014.832561706826
2025-06-14,13461.638640406178
2025-06-15,13282.37401157709
2025-06-16,13886.182665425182
2025-06-17,14957.514845502747
2025-06-18,15993.35962834314
2025-06-19,17039.765575202015
2025-06-20,18015.126423268863
2025-06-21,17877.517026386082
2025-06-22,18861.441259564603
2025-06-23,19984.203227672264
2025-06-24,21071.259929361662
2025-06-25,19969.014095553044
2025-06-26,19830.800838909458
2025-06-27,21001.405516314902
2025-06-28,22410.893065494474
2025-06-29,24265.43947407333
2025-06-30,26739.025030877943
2025-07-01,30212.580223367404
2025-07-02,33257.04340886927
2025-07-03,37478.631835119915
2025-07-04,41494.81927865497
2025-07-05,45093.83724882389
2025-07-06,46592.0040921163
2025-07-07,50212.34532325705
2025-07-08,49504.57104167005
2025-07-09,53303.96750875954
2025-07-10,49473.619557336606
2025-07-11,53154.895502246596
2025-07-12,57575.865943505465
2025-07-13,59998.43240031201
2025-07-14,61433.16053270537
2025-07-15,57177.10228232854
2025-07-16,53158.836731496565
2025-07-17,49243.116275463355
2025-07-18,45779.66301772288
2025-07-19,42203.44793492421
2025-07-20,39338.06489222333
2025-07-21,41697.52342995335
2025-07-22,41721.52441256073
2025-07-23,39939.576045068665
2025-07-24,43326.48872076829
2025-07-25,39930.88691684387
2025-07-26,37257.43861765232
2025-07-27,39939.058349710525
2025-07-28,40441.466594170335
2025-07-29,37273.40575750532
2025-07-30,34520.997351483
2025-07-31,32038.18913474941
2025-08-01,34437.14421578507
2025-08-02,36946.58161681479
2025-08-03,39620.4460874807
2025-08-04,42486.495062914895
2025-08-05,40892.29713155246
2025-08-06,39892.86820009592
2025-08-07,37257.334752795476
2025-08-08,34779.200168745716
2025-08-09,32485.31685054539
2025-08-10,32292.90695700591
2025-08-11,31868.685747503023
2025-08-12,29539.41451556818
2025-08-13,27326.462092255915
2025-08-14,27592.78265920768
2025-08-15,29058.549299832775
2025-08-16,27158.75066072843
2025-08-17,27316.624831744528
2025-08-18,25498.66259320678
2025-08-19,23684.826382076008
2025-08-20,22069.06942120799
2025-08-21,20602.70904762764
2025-08-22,19325.681571997182
2025-08-23,18203.38293578402
2025-08-24,17247.806836391836
2025-08-25,18220.153185895113
2025-08-26,19301.160012159915
2025-08-27,18511.379438726617
2025-08-28,17328.541963908385
2025-08-29,16319.59472415998
2025-08-30,15318.38090701871
2025-08-31,15714.161059851149
2025-09-01,15615.497983563995
2025-09-02,16796.264203905695
2025-09-03,16545.97831325865
2025-09-04,15824.105576368864
2025-09-05,16793.340810830785
2025-09-06,17869.60839167929
2025-09-07,19018.595760880657
2025-09-08,20460.947701245113
2025-09-09,22353.835256860883
2025-09-10,24223.398268498335
2025-09-11,25076.398891846668
2025-09-12,23503.914388505265
2025-09-13,22273.565567132115
2025-09-14,22901.28239905617
2025-09-15,21411.64031243478
2025-09-16,20133.45258094413
2025-09-17,18645.192968065872
2025-09-18,17417.24581958561
2025-09-19,18408.30659504279
2025-09-20,17399.875882011274
2025-09-21,16387.34196532624
2025-09-22,15265.476265589412
2025-09-23,14448.031987608287
2025-09-24,15301.709460870832
2025-09-25,16121.277695612285
2025-09-26,17114.428344398326
2025-09-27,18199.012825634258
2025-09-28,17187.250435072612
2025-09-29,17363.568386427178
2025-09-30,16382.49550672644
2025-10-01,15579.02330894813
2025-10-02,16396.905031032424
2025-10-03,15704.143344341392
2025-10-04,15151.628265128831
2025-10-05,14366.51811746763
2025-10-06,13705.089184591601
2025-10-07,13185.480767098277
2025-10-08,12697.26208623638
2025-10-09,12802.183176640448
2025-10-10,13250.855574856436
2025-10-11,12811.210523055626
2025-10-12,12370.466804048314
2025-10-13,11946.571756603196
2025-10-14,11491.551557621055
2025-10-15,11094.07853828911
2025-10-16,10684.234205889683
2025-10-17,10259.484168499022
2025-10-18,9923.80133575326
2025-10-19,10317.79856222898
2025-10-20,10779.240936281123
2025-10-21,10796.33271712792
2025-10-22,10376.775492176283
2025-10-23,9901.215090301994
2025-10-24,9490.786509824191
2025-10-25,9016.038744004545
2025-10-26,8544.098491446995
2025-10-27,8102.80056393086
2025-10-28,7668.464726597357
2025-10-29,7250.670982983505
2025-10-30,6909.285971030313
2025-10-31,6661.530234531317
2025-11-01,6407.751108236473
2025-11-02,6199.7566639238785
2025-11-03,6044.150979560984
2025-11-04,6140.903177484554
2025-11-05,5959.191007668857
2025-11-06,6160.297457260837
2025-11-07,6363.244665105045
2025-11-08,6588.488381787444
2025-11-09,6351.432034762954
2025-11-10,6143.042416803748
2025-11-11,5952.47586019863
2025-11-12,6165.836382952364
2025-11-13,5938.902698427951
2025-11-14,5924.395777254219
2025-11-15,5751.961163528892
2025-11-16,5570.065553042981
2025-11-17,5787.861149639844
2025-11-18,6066.881679985513
2025-11-19,6411.108626274872
2025-11-20,6676.338209204526
2025-11-21,6839.248698722062
2025-11-22,6648.27467866637
2025-11-23,6408.3856396805
2025-11-24,6199.953166173462
2025-11-25,5998.821615419938
2025-11-26,6150.648329486453
2025-11-27,6075.532301520194
2025-11-28,6177.662508237172
2025-11-29,5977.450288994753
2025-11-30,5762.650432077559
2025-12-01,5596.405752499416
2025-12-02,5925.123860603676
2025-12-03,5835.845741852239
2025-12-04,5759.95485109157
2025-12-05,5700.294775390622
2025-12-06,5751.736742865298
2025-12-07,5747.6863322953395
2025-12-08,5690.533129148278
2025-12-09,5740.522631430684
2025-12-10,5680.308282371165
2025-12-11,5636.581356388773
2025-12-12,5692.369621969291
2025-12-13,5643.8972073822915
2025-12-14,5686.4187223486415
2025-12-15,5639.405039234346
2025-12-16,5627.477229404934
2025-12-17,5674.327565851717
2025-12-18,5627.294569613499
2025-12-19,5581.345538733728
2025-12-20,5550.117938393211
2025-12-21,5570.892465097293
2025-12-22,5621.108336464302
2025-12-23,5690.225790634818
2025-12-24,5771.767330038734
2025-12-25,5869.867219826688
2025-12-26,5958.795824878805
2025-12-27,5886.414249373647
2025-12-28,5571.419464492118
2025-12-29,5648.286121083012
2025-12-30,5959.298062293602
2025-12-31,5870.534557376651
2026-01-01,5674.261436272836
2026-01-02,5591.2242226068365
2026-01-03,5641.507688075584
2026-01-04,5833.996253669471
2026-01-05,6041.844204340102
2026-01-06,6133.7613098166075
2026-01-07,5971.416115349682
2026-01-08,5793.195617928832
2026-01-09,5634.162722120291
2026-01-10,5780.4220836889945
2026-01-11,5648.3308714532795
2026-01-12,5723.401086213779
2026-01-13,5576.590946747565
2026-01-14,5928.360085829534
2026-01-15,5628.59977194308
2026-01-16,5775.652757676921
2026-01-17,5625.373889679284
2026-01-18,5946.054261410063
2026-01-19,5953.007740183844
2026-01-20,5874.523007347844
2026-01-21,5950.707983362209
2026-01-22,5618.839610443296
2026-01-23,5944.991671502623
2026-01-24,5858.1785198541465
2026-01-25,5788.501318698493
2026-01-26,5844.7593888466545
2026-01-27,5763.029969423083
2026-01-28,5704.174849745355
2026-01-29,5652.891036311963
2026-01-30,5715.841758532949
2026-01-31,5780.453656481415
2026-02-01,5791.324410236516
2026-02-02,5724.1099000166605
2026-02-03,5692.1043896318615
2026-02-04,5647.76956355252
2026-02-05,5606.066204725503
2026-02-06,5656.217951363607
2026-02-07,5735.903785455346
2026-02-08,5823.976032255546
2026-02-09,5882.908492990697
2026-02-10,5878.330090364128
2026-02-11,5575.145264104158
2026-02-12,5743.1292028937705
2026-02-13,5917.029459321115
2026-02-14,6072.7581421746245
2026-02-15,5902.158717813818
2026-02-16,5748.615372780002
2026-02-17,5899.913000244731
2026-02-18,5749.355443810144
2026-02-19,5953.848859724988
2026-02-20,6147.893195107466
2026-02-21,6327.643848072694
2026-02-22,6519.2823059900375
2026-02-23,6705.998816517665
2026-02-24,6715.525512981834
2026-02-25,6540.745664235859
2026-02-26,6369.218307062832
2026-02-27,6367.908545073225
2026-02-28,6192.070022537185
2026-03-01,6011.62800228109
2026-03-02,6194.607829348396
2026-03-03,6370.414768736948
2026-03-04,6189.630641314432
2026-03-05,6008.257176211777
2026-03-06,5850.474917295643
2026-03-07,5770.967861324729
2026-03-08,5627.151371571115
2026-03-09,5939.939595628823
2026-03-10,5849.013989299912
2026-03-11,5833.582857593781
2026-03-12,5939.0703133871575
2026-03-13,5710.800692161557
2026-03-14,5955.475397374289
2026-03-15,6194.542679502613
2026-03-16,6396.898319061691
2026-03-17,6603.3874910911945
2026-03-18,6789.527545734217
2026-03-19,6594.66995780233
2026-03-20,6775.46624817989
2026-03-21,6975.995037151411
2026-03-22,6791.460272442643
2026-03-23,6590.9061708328445
2026-03-24,6415.5692793098
2026-03-25,6223.721816361505
2026-03-26,6030.404147498541
2026-03-27,6066.630562439633
2026-03-28,6239.6647680705155
2026-03-29,6426.820914809998
2026-03-30,6615.97016284266
2026-03-31,6814.9943016097295
2026-04-01,7035.002624327048
2026-04-02,6763.563714638118
2026-04-03,6965.171136508342
2026-04-04,7226.82234074415
2026-04-05,7017.532766851661
2026-04-06,7141.419691293137
2026-04-07,6877.9046053416705
2026-04-08,6663.997097636555
2026-04-09,6769.4424349478695
2026-04-10,6976.30033576406
2026-04-11,7207.584382828408
2026-04-12,7441.457813742863
2026-04-13,7676.754588788288
2026-04-14,7953.295809843757
2026-04-15,7703.989162389028
2026-04-16,7435.446072310765
2026-04-17,7224.84630749849
2026-04-18,7200.348731793985
2026-04-19,7486.778745498727
2026-04-20,7570.956859636311
2026-04-21,7350.817270906142
2026-04-22,7449.792816666207
2026-04-23,7620.975902567222
2026-04-24,7445.108367012967
2026-04-25,7287.531748284132
2026-04-26,7537.317213155986
2026-04-27,7528.450618357823
2026-04-28,7776.564794014363
2026-04-29,7539.344308628082
2026-04-30,7248.717827444798
2026-05-01,6994.089083211277
2026-05-02,7400.050775127294
2026-05-03,7793.9010701956095
2026-05-04,8100.425242389032
2026-05-05,8386.435739575529
2026-05-06,8082.115212440899
2026-05-07,7812.5642385083365
2026-05-08,8068.262860163612
2026-05-09,8346.178378751136
2026-05-10,8527.01930831912
2026-05-11,8919.914545108191
2026-05-12,9290.533038788228
2026-05-13,9658.739571477268
2026-05-14,9982.607541571519
2026-05-15,9931.68409405579
2026-05-16,9632.073635599232
2026-05-17,9296.6479213842
2026-05-18,9001.738935682766
2026-05-19,9228.581947444063
2026-05-20,9542.713906083647
2026-05-21,9217.199299477485
2026-05-22,8922.18517589662
2026-05-23,8622.503624442157
2026-05-24,8302.371472741966
2026-05-25,7926.255210492881
2026-05-26,7896.434229233394
2026-05-27,8123.960592703914
2026-05-28,7872.133329152407
2026-05-29,7929.991764642169
2026-05-30,7991.074326418769
2026-05-31,8365.228849939811
2026-06-01,8659.834708579938
2026-06-02,8923.837513184231
2026-06-03,9254.083689399384
2026-06-04,9019.565358963206
2026-06-05,9411.610525787679
2026-06-06,9984.02414312426
2026-06-07,10349.117751743106
2026-06-08,9957.596801883124
2026-06-09,9628.019022628801
2026-06-10,10013.385440882916
2026-06-11,10390.575261217606
2026-06-12,10408.613729918041
2026-06-13,10030.363924969482
2026-06-14,9675.72909093449
2026-06-15,10057.39058930187
2026-06-16,10376.922244262678
2026-06-17,10741.97489400675
2026-06-18,10374.462855370388
2026-06-19,10309.16296232126
2026-06-20,10862.050550381118
2026-06-21,11573.136492267342
2026-06-22,12018.646709894596
2026-06-23,12129.468182734907
2026-06-24,12565.92983671527
2026-06-25,12127.331239612993
2026-06-26,11760.952720658646
2026-06-27,12148.05277776524
2026-06-28,12554.205912820586
2026-06-29,13161.200445102008
2026-06-30,13930.040222854139
2026-07-01,14754.442237969575
2026-07-02,15538.461330667724
2026-07-03,16554.99252371375
2026-07-04,17426.83449196481
2026-07-05,18385.54851045055
2026-07-06,18979.678145475613
2026-07-07,20157.789484714132
2026-07-08,19023.851102169312
2026-07-09,17837.464198820086
2026-07-10,18897.062057245686
2026-07-11,20220.90250005631
2026-07-12,21725.915130188998
2026-07-13,22954.522627722094
2026-07-14,21455.253599594882
2026-07-15,20254.621639704175
2026-07-16,21655.58121660697
2026-07-17,23239.05943334373
2026-07-18,21915.770041061656
2026-07-19,22910.7410916711
2026-07-20,21547.23876113659
2026-07-21,22612.165781330143
2026-07-22,21895.103475849814
2026-07-23,20431.027187689982
2026-07-24,19183.672151827024
2026-07-25,18023.63570306711
2026-07-26,16872.478660759833
2026-07-27,15859.073770239895
2026-07-28,17055.024724730087
2026-07-29,18688.24338118069
2026-07-30,20173.28007896964
2026-07-31,22120.200306274866
2026-08-01,23844.853810950204
2026-08-02,25542.532035191452
2026-08-03,27326.5622111519
2026-08-04,27018.03012519966
2026-08-05,25358.87837857149
2026-08-06,23797.773741395333
2026-08-07,22266.20510580417
2026-08-08,22649.860652521173
2026-08-09,24847.845846585067
2026-08-10,26908.416364325665
2026-08-11,27680.579540000457
2026-08-12,26029.258406956236
2026-08-13,28226.519605615074
2026-08-14,30739.75675866919
2026-08-15,32839.83830374296
2026-08-16,30489.85038049312
2026-08-17,28451.21543357095
2026-08-18,26710.276920537875
2026-08-19,28402.666080721632
2026-08-20,30258.834800508823
2026-08-21,32336.27986294585
2026-08-22,32891.96168886585
2026-08-23,30849.674479547382
2026-08-24,32924.27216892547
2026-08-25,34354.57930232125
2026-08-26,36776.18499300223
2026-08-27,38823.47480987042
2026-08-28,39314.15443066882
2026-08-29,36688.57342694055
2026-08-30,34294.7020269064
2026-08-31,31906.3577953132
2026-09-01,31488.02970818455
2026-09-02,31968.207350837052
2026-09-03,33171.34119856813
2026-09-04,31569.07901730749
2026-09-05,33661.20857619818
2026-09-06,35938.50092637863
2026-09-07,33468.98298532406
2026-09-08,31284.57505397276
2026-09-09,33504.597654571604
2026-09-10,31105.575143610506
2026-09-11,28839.589732012566
2026-09-12,26819.78319568689
2026-09-13,24680.349961956883
2026-09-14,22840.967329165742
2026-09-15,23971.834829703013
2026-09-16,22545.1625937738
2026-09-17,21300.31347302465
2026-09-18,21480.952168749613
2026-09-19,20274.60295554861
2026-09-20,19726.644943553845
2026-09-21,19393.012529311825
2026-09-22,18525.17245207094
2026-09-23,17469.359079434194
2026-09-24,16528.463677169664
2026-09-25,15533.114231128493
2026-09-26,14861.685510716508
2026-09-27,14523.418960626663
2026-09-28,14564.294973021442
2026-09-29,15226.394937308876
2026-09-30,16175.047492917422
2026-10-01,15659.189007876264
2026-10-02,14962.427040789042
2026-10-03,14448.487284638031
2026-10-04,13929.166343366982
2026-10-05,13401.595848723035
2026-10-06,12996.964624198703
2026-10-07,12567.959407701224
2026-10-08,12554.382506205333
2026-10-09,12118.856512411983
2026-10-10,11685.802769187098
2026-10-11,11623.008291389111
2026-10-12,12023.253574371642
2026-10-13,12417.790193488334
2026-10-14,12022.857921699411
2026-10-15,11582.766321405708
2026-10-16,11313.52401329323
2026-10-17,11120.50351640901
2026-10-18,10766.687927780089
2026-10-19,11151.502998379105
2026-10-20,11518.086824160286
2026-10-21,11154.758612483989
2026-10-22,11557.254494872976
2026-10-23,11185.388808024703
2026-10-24,11067.687273402944
2026-10-25,10659.040153462418
2026-10-26,10255.60532420339
2026-10-27,9808.660559152999
2026-10-28,9497.55661926827
2026-10-29,9874.721646439075
2026-10-30,10181.028702215668
2026-10-31,9846.933265396336
2026-11-01,9483.83054844583
2026-11-02,9150.264791521966
2026-11-03,8778.28566018312
2026-11-04,8381.720673152096
2026-11-05,8069.534751695142
2026-11-06,7840.8484734772655
2026-11-07,7607.866403206155
2026-11-08,7860.102846329396
2026-11-09,8166.2845286297
2026-11-10,8473.81284303176
2026-11-11,8751.227086986346
2026-11-12,8494.019298053689
2026-11-13,8546.476677576795
2026-11-14,8199.873579117584
2026-11-15,7888.725147042046
2026-11-16,7530.140479742141
2026-11-17,7291.069381531216
2026-11-18,7571.073726422144
2026-11-19,7787.415211616387
2026-11-20,7568.776287006878
2026-11-21,7341.3367450508385
2026-11-22,7136.695406708062
2026-11-23,7035.930821572534
2026-11-24,6803.421939740247
2026-11-25,6584.173433930689
2026-11-26,6643.106233887592
2026-11-27,6511.273806306042
2026-11-28,6304.4563364561345
2026-11-29,6071.718257078836
2026-11-30,5857.38182889658
2026-12-01,5708.749728866949
2026-12-02,5577.572884082657
2026-12-03,5739.936705680578
2026-12-04,5890.299764133028
2026-12-05,5755.197410940481
2026-12-06,5602.945850920182
2026-12-07,5940.613165694612
2026-12-08,5840.851779151353
2026-12-09,5751.1780543241275
2026-12-10,5677.151549580559
2026-12-11,5621.510699750217
2026-12-12,5577.942131811363
2026-12-13,5546.261869911915
2026-12-14,5571.0217660606395
2026-12-15,5604.429001637831
2026-12-16,5656.7237653739685
2026-12-17,5728.608451175485
2026-12-18,5817.300317906019
2026-12-19,5911.205304111571
2026-12-20,5974.116748492412
2026-12-21,5899.193233742926
2026-12-22,5575.106001393216
2026-12-23,5646.143158877258
2026-12-24,5793.029890966687
2026-12-25,5650.916885073977
2026-12-26,5954.868736701834
2026-12-27,5840.309995856967
2026-12-28,5748.559301678415
2026-12-29,5679.240313460979
2026-12-30,5637.211245482148
2026-12-31,5682.364951290529
2027-01-01,5694.852942881062
2027-01-02,5763.078571470745
2027-01-03,5877.403238811003
2027-01-04,5583.466614956821
2027-01-05,5767.263458951782
2027-01-06,5620.7264799164295
2027-01-07,5932.1492250884
2027-01-08,5787.488773570037
2027-01-09,5660.9995977833005
2027-01-10,5590.198068406891
2027-01-11,5555.094249982255
2027-01-12,5604.611724402976
2027-01-13,5665.87428600402
2027-01-14,5731.417425806186
2027-01-15,5676.364041115446
2027-01-16,5625.3586884533
2027-01-17,5572.898232590821
2027-01-18,5532.001024356714
2027-01-19,5557.629950739534
2027-01-20,5590.372825756722
2027-01-21,5650.706982722118
2027-01-22,5749.494659559356
2027-01-23,5859.890685949782
2027-01-24,5553.351214307926
2027-01-25,5696.456402994926
2027-01-26,5698.904256447437
2027-01-27,5862.954896636035
2027-01-28,6044.260256186737
2027-01-29,6016.919103979907
2027-01-30,5841.38266114369
2027-01-31,5670.20647421244
2027-02-01,5961.7381385977915
2027-02-02,5953.701724713034
2027-02-03,5662.988582287585
2027-02-04,5811.643590486165
2027-02-05,5648.882715803976
2027-02-06,5840.182269194714
2027-02-07,6034.745789786797
2027-02-08,5865.061522197272
2027-02-09,5669.048663461283
2027-02-10,5939.696196928592
2027-02-11,5845.93264027224
2027-02-12,5914.390719228035
2027-02-13,5833.888774460239
2027-02-14,5924.631673242431
2027-02-15,5931.76215666498
2027-02-16,5613.406598828178
2027-02-17,5941.890326275062
2027-02-18,5638.970156822308
2027-02-19,5810.190898042912
2027-02-20,5961.589655132884
2027-02-21,6040.676908100924
2027-02-22,5868.426592858073
2027-02-23,5694.95982295167
2027-02-24,5606.536457950193
2027-02-25,5780.74581997578
2027-02-26,5635.136394902449
2027-02-27,5949.025555862082
2027-02-28,5636.598146192034
2027-03-01,5796.562235272662
2027-03-02,5646.241862397906
2027-03-03,5799.150243927485
2027-03-04,5968.36207416649
2027-03-05,5874.282105295259
2027-03-06,6084.636034384095
2027-03-07,6304.5296479567
2027-03-08,6230.407151613122
2027-03-09,6041.680690756148
2027-03-10,5857.370052630032
2027-03-11,5938.4896646681145
2027-03-12,5859.808270982647
2027-03-13,6071.233404735448
2027-03-14,6255.70060382771
2027-03-15,6220.912875087441
2027-03-16,6195.7311471858
2027-03-17,6025.113854394711
2027-03-18,5842.770420883842
2027-03-19,5682.759546193386
2027-03-20,5692.812982980068
2027-03-21,5680.069277132906
2027-03-22,5541.054346216774
2027-03-23,5892.853846321884
2027-03-24,5805.744368321495
2027-03-25,5793.962665124351
2027-03-26,5722.471431343796
2027-03-27,5772.699388868953
2027-03-28,5850.819904323091
2027-03-29,5958.000747736501
2027-03-30,5688.23380053677
2027-03-31,5844.339295449482
2027-04-01,6099.281447217277
2027-04-02,6372.833795814505
2027-04-03,6642.270294815268
2027-04-04,6977.4414981637665
2027-04-05,7346.956739708721
2027-04-06,7702.810662497476
2027-04-07,8056.551918652501
2027-04-08,8362.230335860715
2027-04-09,8214.645985345103
2027-04-10,7961.832539960629
2027-04-11,8027.818676083026
2027-04-12,8304.286933371433
2027-04-13,8066.883237692241
2027-04-14,8082.433886850198
2027-04-15,8338.315343731469
2027-04-16,8613.256692662097
2027-04-17,8356.357415268985
2027-04-18,8079.3631151294885
2027-04-19,7809.305136242351
2027-04-20,7796.100961116821
2027-04-21,8027.843882368223
2027-04-22,8300.017557053114
2027-04-23,8417.11752987362
2027-04-24,8118.996114498208
2027-04-25,7885.975587304698
2027-04-26,8131.8354099068065
2027-04-27,7982.505818855607
2027-04-28,8034.022208165381
2027-04-29,8099.438795252351
2027-04-30,8351.116466561807
2027-05-01,8534.846164217359
2027-05-02,8250.91438315128
2027-05-03,8242.346010430398
2027-05-04,8061.344964473177
2027-05-05,7782.332385044763
2027-05-06,7548.429239058587
2027-05-07,7502.504534359666
2027-05-08,7453.474374129646
2027-05-09,7683.873073411575
2027-05-10,7452.570703209975
2027-05-11,7445.916349125424
2027-05-12,7880.245471489114
2027-05-13,8302.450336531088
2027-05-14,8775.271873488815
2027-05-15,9202.784358543297
2027-05-16,9652.665155239842
2027-05-17,9962.006551586983
2027-05-18,10281.544854221933
2027-05-19,10709.910247009746
2027-05-20,10383.743568443024
2027-05-21,10828.747244945453
2027-05-22,11264.147642465003
2027-05-23,11775.03771954758
2027-05-24,12372.73351389644
2027-05-25,12902.317071383282
2027-05-26,13351.115345414055
2027-05-27,13292.666615928189
2027-05-28,12848.860875561555
2027-05-29,12378.616171621348
2027-05-30,11998.294377488692
2027-05-31,11593.394736428963
2027-06-01,11132.016359955926
2027-06-02,10597.37409767247
2027-06-03,10751.746349173827
2027-06-04,11400.403076508303
2027-06-05,12100.48887766799
2027-06-06,12586.215507556952
2027-06-07,13263.142977603206
2027-06-08,14148.562225731035
2027-06-09,15377.904083279238
2027-06-10,16778.01141864359
2027-06-11,17869.32332124159
2027-06-12,16961.669381354874
2027-06-13,16106.46175884065
2027-06-14,17031.367710994236
2027-06-15,16588.980983223046
2027-06-16,15606.460968954534
2027-06-17,16135.640705483267
2027-06-18,15321.67702042748
2027-06-19,14608.764645260833
2027-06-20,15293.876660207867
2027-06-21,14591.317797403186
2027-06-22,14184.837564110105
2027-06-23,13620.984747346512
2027-06-24,13046.81863749327
2027-06-25,12757.824037477856
2027-06-26,13489.972387113958
2027-06-27,14010.269812506947
2027-06-28,13555.400899165114
2027-06-29,15516.189561339723
2027-06-30,18323.421342020105
2027-07-01,21123.105376010848
2027-07-02,24134.092617329592
2027-07-03,27286.64394742652
2027-07-04,30662.876958381974
2027-07-05,33553.46991991949
2027-07-06,36178.18907293508
2027-07-07,38726.752958301775
2027-07-08,35944.77376450037
2027-07-09,33576.16762987561
2027-07-10,36429.37869683558
2027-07-11,39301.471106669596
2027-07-12,42457.91552181698
2027-07-13,45701.17661274593
2027-07-14,42538.445999033895
2027-07-15,41742.14702237219
2027-07-16,43552.29084810796
2027-07-17,43234.02986170082
2027-07-18,39406.61371547645
