,synthetic_flow
2025-06-26,20014.540681969844
2025-06-27,20724.130020464803
2025-06-28,21577.36795913374
2025-06-29,22991.965527307126
2025-06-30,24874.358907895137
2025-07-01,27480.18527019045
2025-07-02,29629.92121587388
2025-07-03,32610.934730082343
2025-07-04,35309.67146275207
2025-07-05,37596.8596483571
2025-07-06,37466.85839554356
2025-07-07,39748.110693931114
2025-07-08,39787.6214235415
2025-07-09,42106.55719801031
2025-07-10,39729.22878899845
2025-07-11,41892.55225525962
2025-07-12,44594.928871486045
2025-07-13,45880.957819141324
2025-07-14,46841.04427570919
2025-07-15,44479.08308938386
2025-07-16,42034.521598731
2025-07-17,39585.41783568671
2025-07-18,37410.45859774366
2025-07-19,35070.604479104935
2025-07-20,33231.097412942494
2025-07-21,34605.52850338965
2025-07-22,34781.217038022216
2025-07-23,33647.605290866006
2025-07-24,35857.28608248495
2025-07-25,33604.18517388144
2025-07-26,31870.62206060391
2025-07-27,33607.93901614672
2025-07-28,33884.36261205302
2025-07-29,31766.545728092173
2025-07-30,29922.668288992692
2025-07-31,28240.50088137381
2025-08-01,29887.821761014613
2025-08-02,31570.181686339223
2025-08-03,33327.92647255433
2025-08-04,35178.79760262076
2025-08-05,34289.717601866
2025-08-06,33568.131822637275
2025-08-07,31848.891648291305
2025-08-08,30200.970765553913
2025-08-09,28652.044246921065
2025-08-10,28545.1696734356
2025-08-11,28258.19512349649
2025-08-12,26606.468545411153
2025-08-13,25004.385245827638
2025-08-14,25312.22875528224
2025-08-15,26232.81958790458
2025-08-16,24899.62338325339
2025-08-17,25117.105030503804
2025-08-18,23796.860975086194
2025-08-19,22418.119738075937
2025-08-20,21248.231716988186
2025-08-21,20362.683148218064
2025-08-22,19573.71689866959
2025-08-23,18865.03786896651
2025-08-24,18255.701513865803
2025-08-25,18903.661090034708
2025-08-26,19603.018892962613
2025-08-27,19238.54175246626
2025-08-28,18428.453529485858
2025-08-29,17727.32650187614
2025-08-30,16999.26303898668
2025-08-31,17294.196516210308
2025-09-01,17242.16823701879
2025-09-02,18092.325845429077
2025-09-03,17873.61187059262
2025-09-04,17416.08362890762
2025-09-05,18088.631609953645
2025-09-06,18812.59098416998
2025-09-07,19555.73537424831
2025-09-08,20461.090817891614
2025-09-09,21664.221740884324
2025-09-10,23075.406666609186
2025-09-11,23372.62303871557
2025-09-12,22225.750792272447
2025-09-13,21552.59308618111
2025-09-14,21832.80601290073
2025-09-15,20872.798151753937
2025-09-16,20108.678866149257
2025-09-17,19136.656843143406
2025-09-18,18322.66553184167
2025-09-19,18982.339251075435
2025-09-20,18340.957809168343
2025-09-21,17660.37623351259
2025-09-22,16846.14666705257
2025-09-23,16267.661818640214
2025-09-24,16907.237563581217
2025-09-25,17490.49331882345
2025-09-26,18186.264027996855
2025-09-27,18918.65020908781
2025-09-28,18258.15720147838
2025-09-29,18443.21376569433
2025-09-30,17771.0957986334
2025-10-01,17210.979236288298
2025-10-02,17775.86949023909
2025-10-03,17273.48456445838
2025-10-04,16891.05827975842
2025-10-05,16310.908902835463
2025-10-06,15728.15951296911
2025-10-07,15111.594085107568
2025-10-08,14537.853947551392
2025-10-09,14726.895384924886
2025-10-10,15242.717811592227
2025-10-11,14726.230506341866
2025-10-12,14207.518477851145
2025-10-13,13711.448275603945
2025-10-14,13171.817727497093
2025-10-15,12711.398033427578
2025-10-16,12232.373488248546
2025-10-17,11731.573807242004
2025-10-18,11352.568446529207
2025-10-19,11825.149574624436
2025-10-20,12377.973961195476
2025-10-21,12359.894659911715
2025-10-22,11859.265072509257
2025-10-23,11278.91789494415
2025-10-24,10790.85364092057
2025-10-25,10212.148414640049
2025-10-26,9638.80899511725
2025-10-27,9108.920037675302
2025-10-28,8589.105589238083
2025-10-29,8088.46552168004
2025-10-30,7697.57734836372
2025-10-31,7433.533285670685
2025-11-01,7155.933701208445
2025-11-02,6934.809286637275
2025-11-03,6958.3725244678235
2025-11-04,6976.531712049421
2025-11-05,6775.622721878843
2025-11-06,7011.347847616145
2025-11-07,7245.838389528323
2025-11-08,7501.528507462359
2025-11-09,7225.796156811248
2025-11-10,6987.285039880757
2025-11-11,6772.274483824305
2025-11-12,7015.437783839309
2025-11-13,6753.5224563232005
2025-11-14,6783.503330426617
2025-11-15,6588.705939364064
2025-11-16,6370.505502828896
2025-11-17,6632.400831768041
2025-11-18,6964.239893613971
2025-11-19,7367.429772189113
2025-11-20,7670.407712011356
2025-11-21,7752.663284780838
2025-11-22,7575.124479003053
2025-11-23,7296.272419618699
2025-11-24,7057.143269810478
2025-11-25,6827.6939915535895
2025-11-26,6970.762922811114
2025-11-27,6904.187345788471
2025-11-28,6976.795041698372
2025-11-29,6750.568051043833
2025-11-30,6521.182571491075
2025-12-01,6346.548965891984
2025-12-02,6181.958684412537
2025-12-03,6035.149489157079
2025-12-04,5827.940822947073
2025-12-05,5826.786302934154
2025-12-06,5881.406521395483
2025-12-07,5890.663624318492
2025-12-08,5796.8914710249655
2025-12-09,5814.19373664926
2025-12-10,5725.97075390787
2025-12-11,5651.385379828466
2025-12-12,5748.358386634766
2025-12-13,5672.430489587111
2025-12-14,5749.874141417677
2025-12-15,5698.116786389031
2025-12-16,5664.322462730398
2025-12-17,5749.86325371163
2025-12-18,5664.880672408086
2025-12-19,5569.31614987598
2025-12-20,5500.722801132256
2025-12-21,5542.9167079936915
2025-12-22,5660.382052594604
2025-12-23,5802.591072753236
2025-12-24,6067.655151988497
2025-12-25,6289.882949491904
2025-12-26,6471.969706299708
2025-12-27,6394.8757935795375
2025-12-28,6631.689715703137
2025-12-29,6652.141808084371
2025-12-30,6480.839666979407
2025-12-31,6297.951863248448
2026-01-01,6280.566079386465
2026-01-02,6136.402869419393
2026-01-03,6133.548726991896
2026-01-04,6370.712718214413
2026-01-05,6632.267477734881
2026-01-06,6799.222858085431
2026-01-07,6591.569167233148
2026-01-08,6383.408734802789
2026-01-09,6186.379181753458
2026-01-10,6351.839106650934
2026-01-11,6207.977790990839
2026-01-12,6312.799726285164
2026-01-13,6134.669218114417
2026-01-14,5899.754548774205
2026-01-15,6198.7484283296235
2026-01-16,6364.976324525755
2026-01-17,6186.209243543089
2026-01-18,6030.126619626811
2026-01-19,6068.28092971541
2026-01-20,5851.667019301514
2026-01-21,6060.739416048292
2026-01-22,6202.611254643314
2026-01-23,6054.844814675368
2026-01-24,5827.405261790227
2026-01-25,5738.919840112529
2026-01-26,5805.1055301769275
2026-01-27,5693.553061491139
2026-01-28,5619.214826085684
2026-01-29,5548.427573190809
2026-01-30,5642.012419501125
2026-01-31,5719.565294662525
2026-02-01,5763.96543067507
2026-02-02,5675.001959815192
2026-02-03,5608.471947810696
2026-02-04,5548.003149429236
2026-02-05,5487.052898137463
2026-02-06,5558.119563730024
2026-02-07,5675.182816705054
2026-02-08,5797.486478212735
2026-02-09,5894.297571408273
2026-02-10,5895.8862092992285
2026-02-11,6243.735824411865
2026-02-12,6449.016318072682
2026-02-13,6660.66757146407
2026-02-14,6837.49902818701
2026-02-15,6627.037791387995
2026-02-16,6423.09502664359
2026-02-17,6333.988457802389
2026-02-18,6184.556121364753
2026-02-19,6435.269815059565
2026-02-20,6671.1028898219565
2026-02-21,6889.205406182755
2026-02-22,7133.15308394618
2026-02-23,7372.4303031898335
2026-02-24,7571.136062538043
2026-02-25,7372.048212182638
2026-02-26,7172.833480241922
2026-02-27,7111.901378334295
2026-02-28,6907.529051006557
2026-03-01,6691.428764207015
2026-03-02,6901.396136756679
2026-03-03,7103.820062657104
2026-03-04,6898.371874515027
2026-03-05,6678.59105576066
2026-03-06,6479.9991189418
2026-03-07,6394.187854885196
2026-03-08,6229.70932624071
2026-03-09,6059.328230448347
2026-03-10,5814.544882322428
2026-03-11,5723.999859851441
2026-03-12,5853.359732895324
2026-03-13,6224.069091321319
2026-03-14,6528.509064417273
2026-03-15,6817.935501759997
2026-03-16,7042.770071704494
2026-03-17,7273.203416130363
2026-03-18,7472.92225970869
2026-03-19,7243.289622453635
2026-03-20,7438.1809941757465
2026-03-21,7674.690526120639
2026-03-22,7580.342340081436
2026-03-23,7340.551810450364
2026-03-24,7141.206673731171
2026-03-25,6911.212288950076
2026-03-26,6675.860129173272
2026-03-27,6653.848767272813
2026-03-28,6854.2223102422495
2026-03-29,7077.545145888955
2026-03-30,7302.083816012373
2026-03-31,7541.36889491552
2026-04-01,7646.528052846361
2026-04-02,7337.1783881197125
2026-04-03,7489.906061657056
2026-04-04,7767.674407401076
2026-04-05,7542.946733801694
2026-04-06,7673.059381172712
2026-04-07,7390.922297162872
2026-04-08,7171.42825156018
2026-04-09,7384.752103076438
2026-04-10,7610.695567800984
2026-04-11,7861.522215080546
2026-04-12,8112.059338412502
2026-04-13,8360.259889563238
2026-04-14,8649.277535292948
2026-04-15,8369.835082430338
2026-04-16,8071.117951091318
2026-04-17,7850.903417143914
2026-04-18,7823.318016519752
2026-04-19,8132.26040965604
2026-04-20,8170.437340923921
2026-04-21,7951.51177908702
2026-04-22,8092.16709178932
2026-04-23,8239.785034556913
2026-04-24,8126.480168631054
2026-04-25,7973.77113951743
2026-04-26,8244.22842955362
2026-04-27,8233.174088615187
2026-04-28,8503.203162627131
2026-04-29,8248.033318083219
2026-04-30,7936.220495696796
2026-05-01,7654.503004257065
2026-05-02,8124.430750765372
2026-05-03,8571.976424428023
2026-05-04,8908.438180588393
2026-05-05,9215.978888981237
2026-05-06,8866.120724098448
2026-05-07,8562.795392906753
2026-05-08,8839.607036614296
2026-05-09,9140.385819605286
2026-05-10,9248.843505312961
2026-05-11,9692.631407117744
2026-05-12,10103.582019518784
2026-05-13,10507.028388183455
2026-05-14,10854.629706945596
2026-05-15,10771.885967068507
2026-05-16,10475.365681677986
2026-05-17,10104.489090242381
2026-05-18,9784.653652591052
2026-05-19,10041.196884883639
2026-05-20,10382.774980332688
2026-05-21,10021.702186005077
2026-05-22,9698.376729957527
2026-05-23,9368.483739883482
2026-05-24,9012.253769959658
2026-05-25,8585.343677207164
2026-05-26,8658.038046758942
2026-05-27,8834.488310872213
2026-05-28,8563.907647394411
2026-05-29,8677.439729172089
2026-05-30,8721.751275903678
2026-05-31,9144.224400957108
2026-06-01,9464.959069855986
2026-06-02,9668.011424009977
2026-06-03,10038.407649052217
2026-06-04,9837.118564530765
2026-06-05,10278.822986377922
2026-06-06,10946.528865662525
2026-06-07,11341.604824970314
2026-06-08,10887.715725390784
2026-06-09,10517.773080197927
2026-06-10,10945.236210037672
2026-06-11,11359.050010967389
2026-06-12,11296.032911620623
2026-06-13,10875.28989695288
2026-06-14,10484.482046971943
2026-06-15,10915.944650109499
2026-06-16,11264.136057144286
2026-06-17,11668.372724502446
2026-06-18,11263.533453350905
2026-06-19,11224.730570502672
2026-06-20,11865.176046918086
2026-06-21,12697.42059169253
2026-06-22,13182.86592950689
2026-06-23,13139.557907708648
2026-06-24,13627.344275735511
2026-06-25,13145.052534138847
2026-06-26,12835.692399045958
2026-06-27,13252.515600180028
2026-06-28,13691.742422466294
2026-06-29,14382.125444647476
2026-06-30,15271.662997531603
2026-07-01,16214.807708241082
2026-07-02,16904.29346219597
2026-07-03,17603.596837069468
2026-07-04,17913.061002370574
2026-07-05,18543.371926057192
2026-07-06,19027.003732351397
2026-07-07,19755.469338162824
2026-07-08,19055.161797425975
2026-07-09,18276.534573846562
2026-07-10,18955.539546346394
2026-07-11,19791.37835736001
2026-07-12,20706.367254338566
2026-07-13,21296.870657966556
2026-07-14,20424.628423223872
2026-07-15,19726.689519267136
2026-07-16,20579.153632903843
2026-07-17,21495.55424260935
2026-07-18,20753.098495728853
2026-07-19,21306.35458826296
2026-07-20,20526.080505260517
2026-07-21,21141.425666850722
2026-07-22,20798.57601421537
2026-07-23,19902.218297159794
2026-07-24,19125.30204193776
2026-07-25,18377.33602811739
2026-07-26,17597.600776615807
2026-07-27,16896.020517173325
2026-07-28,17749.001034437395
2026-07-29,18879.99364173301
2026-07-30,19830.83352020785
2026-07-31,21026.887797709547
2026-08-01,22006.164963987012
2026-08-02,23174.16596396712
2026-08-03,24397.854365147283
2026-08-04,23920.64294684213
2026-08-05,22785.580812927026
2026-08-06,21769.033345527547
2026-08-07,20892.627316123282
2026-08-08,21207.378659669866
2026-08-09,22599.552717045393
2026-08-10,24067.430870340006
2026-08-11,24339.687881985774
2026-08-12,23323.89790209428
2026-08-13,24880.03762450838
2026-08-14,26627.401069743228
2026-08-15,27998.084629629346
2026-08-16,26387.660086214844
2026-08-17,24990.871739689424
2026-08-18,23803.684474932903
2026-08-19,24945.633864413976
2026-08-20,26183.72652635875
2026-08-21,27556.62678285963
2026-08-22,27868.06293833622
2026-08-23,26538.341391069676
2026-08-24,27900.727428201288
2026-08-25,28793.15345054935
2026-08-26,30352.15893864524
2026-08-27,31615.61498616989
2026-08-28,31999.41717355194
2026-08-29,30334.03501940116
2026-08-30,28797.964620860483
2026-08-31,27213.350533979064
2026-09-01,27016.650087651054
2026-09-02,27261.369170035196
2026-09-03,28043.276390751766
2026-09-04,27118.939940862132
2026-09-05,28356.72139784997
2026-09-06,29815.748520695895
2026-09-07,28215.27234195409
2026-09-08,26792.283119067928
2026-09-09,28254.707397435082
2026-09-10,26653.999402251095
2026-09-11,25109.847180949288
2026-09-12,23701.421393735844
2026-09-13,22145.47375201417
2026-09-14,21087.958032957053
2026-09-15,21815.002325169633
2026-09-16,21027.802148294686
2026-09-17,20327.849384271576
2026-09-18,20549.358598813036
2026-09-19,19828.735596927105
2026-09-20,19489.486626564267
2026-09-21,19278.807548848155
2026-09-22,18760.53046478103
2026-09-23,18064.341274312555
2026-09-24,17431.295653010722
2026-09-25,16720.598158393866
2026-09-26,16154.316380428143
2026-09-27,15824.966140463292
2026-09-28,15826.5069049818
2026-09-29,16523.00866651522
2026-09-30,17197.956654597572
2026-10-01,16754.62667813083
2026-10-02,16209.158788876905
2026-10-03,15646.70472520888
2026-10-04,15072.315313313158
2026-10-05,14486.273721894853
2026-10-06,14091.532419087585
2026-10-07,13624.898685420598
2026-10-08,13670.369930084058
2026-10-09,13184.074469172885
2026-10-10,12700.565306520031
2026-10-11,12663.695460802173
2026-10-12,13100.977625395224
2026-10-13,13526.968954012007
2026-10-14,13090.595656797102
2026-10-15,12595.270386070453
2026-10-16,12351.239508130448
2026-10-17,12105.890632152985
2026-10-18,11716.02076177952
2026-10-19,12137.448150289958
2026-10-20,12531.689220384891
2026-10-21,12129.911279968628
2026-10-22,12568.274325250934
2026-10-23,12155.535350399803
2026-10-24,11986.137055842568
2026-10-25,11529.764776393287
2026-10-26,11080.220282999828
2026-10-27,10572.36214309646
2026-10-28,10243.806314290161
2026-10-29,10671.256959938908
2026-10-30,11004.978281946484
2026-10-31,10641.532475877295
2026-11-01,10231.563054993008
2026-11-02,9859.060937826784
2026-11-03,9443.69661204321
2026-11-04,9002.496514329621
2026-11-05,8663.551014767736
2026-11-06,8444.586929586952
2026-11-07,8198.382362060156
2026-11-08,8473.323407233502
2026-11-09,8803.5078436229
2026-11-10,9122.228932276794
2026-11-11,9400.71794471148
2026-11-12,9114.896589495796
2026-11-13,9038.03611010667
2026-11-14,8665.254898691497
2026-11-15,8336.390775796615
2026-11-16,7954.126320508748
2026-11-17,7715.0212128153335
2026-11-18,8030.561137890464
2026-11-19,8269.1939442865
2026-11-20,8154.477068870161
2026-11-21,7909.753646069798
2026-11-22,7719.879013863613
2026-11-23,7599.094278622346
2026-11-24,7346.493169673386
2026-11-25,7109.958584163522
2026-11-26,7168.235923136147
2026-11-27,7034.868931827748
2026-11-28,6809.361693139882
2026-11-29,6552.208537668273
2026-11-30,6316.9836364106295
2026-12-01,6156.69369185239
2026-12-02,6025.497317650591
2026-12-03,6240.55451966182
2026-12-04,6439.147276846667
2026-12-05,6413.199851570628
2026-12-06,6225.611955545614
2026-12-07,6088.88213267457
2026-12-08,5818.03313565443
2026-12-09,5683.515805478504
2026-12-10,5574.049216752783
2026-12-11,5486.333267830496
2026-12-12,5419.1873891092355
2026-12-13,5364.099556463725
2026-12-14,5336.495030448101
2026-12-15,5382.600652155002
2026-12-16,5447.4537298472405
2026-12-17,5535.6169157469
2026-12-18,5642.864447065641
2026-12-19,5759.165813350679
2026-12-20,5859.344337308258
2026-12-21,5772.80655014838
2026-12-22,6029.641910902302
2026-12-23,6180.801388283408
2026-12-24,6372.4246407092305
2026-12-25,6224.325043000827
2026-12-26,6046.994878030025
2026-12-27,5770.616146235406
2026-12-28,5647.766044578008
2026-12-29,5556.159604996051
2026-12-30,5506.720945191081
2026-12-31,5576.584330048474
2027-01-01,5678.709222435619
2027-01-02,5771.988006308975
2027-01-03,6053.3617390109475
2027-01-04,6320.68476595359
2027-01-05,6555.875706888028
2027-01-06,6392.0192625589425
2027-01-07,6192.895437144683
2027-01-08,5804.989592047623
2027-01-09,5591.720451219726
2027-01-10,5470.087845774609
2027-01-11,5410.947137965914
2027-01-12,5494.182350715208
2027-01-13,5591.319299511323
2027-01-14,5684.68705798859
2027-01-15,5610.990091909008
2027-01-16,5533.017971938345
2027-01-17,5443.8357461781825
2027-01-18,5373.621408237864
2027-01-19,5409.941865254021
2027-01-20,5461.84668420149
2027-01-21,5551.872996851908
2027-01-22,5698.884630663236
2027-01-23,5852.451323899491
2027-01-24,6184.86570716269
2027-01-25,6351.723439466513
2027-01-26,6454.757930280008
2027-01-27,6648.484213421058
2027-01-28,6869.401719610352
2027-01-29,6854.294889463495
2027-01-30,6630.866010106098
2027-01-31,6410.269556416145
2027-02-01,6203.09733260715
2027-02-02,6148.392072050801
2027-02-03,6348.471065303595
2027-02-04,6523.333890327032
2027-02-05,6325.818727650527
2027-02-06,6575.236233267349
2027-02-07,6828.319755338406
2027-02-08,6619.823116787588
2027-02-09,6346.732567342077
2027-02-10,6075.0847357896455
2027-02-11,5820.019205752889
2027-02-12,6020.497828486445
2027-02-13,5837.473489724491
2027-02-14,6076.169169775475
2027-02-15,6147.806758537094
2027-02-16,6325.166910802584
2027-02-17,6176.158145791631
2027-02-18,6368.7101856531135
2027-02-19,6590.41572816733
2027-02-20,6781.575502288939
2027-02-21,6966.91776435938
2027-02-22,6760.430800207583
2027-02-23,6532.881214386236
2027-02-24,6363.898787475018
2027-02-25,6571.041943767989
2027-02-26,6387.736904345541
2027-02-27,6201.4857649308515
2027-02-28,6212.554001973389
2027-03-01,6403.053070331891
2027-03-02,6237.828467513754
2027-03-03,6415.0807402944
2027-03-04,6618.511176067468
2027-03-05,6599.840813822338
2027-03-06,6860.545915176222
2027-03-07,7134.919184820525
2027-03-08,7010.663961643126
2027-03-09,6781.0730303977025
2027-03-10,6566.610969739787
2027-03-11,6526.537313520193
2027-03-12,6519.13096991263
2027-03-13,6784.835683753114
2027-03-14,7008.007862555495
2027-03-15,7078.743178533281
2027-03-16,7013.467225963162
2027-03-17,6815.307184222794
2027-03-18,6602.929740025937
2027-03-19,6408.905906619641
2027-03-20,6293.2829432191
2027-03-21,6330.855495489006
2027-03-22,6174.82522579627
2027-03-23,6015.819051122681
2027-03-24,5794.168217326078
2027-03-25,5730.872644710963
2027-03-26,5644.6663845551475
2027-03-27,5720.2395617017155
2027-03-28,5819.647081003831
2027-03-29,6090.989785857729
2027-03-30,6321.850935216554
2027-03-31,6505.486688863104
2027-04-01,6793.127281391244
2027-04-02,7103.15527096637
2027-04-03,7411.338073669911
2027-04-04,7798.443006182726
2027-04-05,8223.51023822531
2027-04-06,8623.553953226821
2027-04-07,9023.693974346097
2027-04-08,9364.878373821242
2027-04-09,9201.395309975971
2027-04-10,8920.760903536424
2027-04-11,9021.10785387958
2027-04-12,9323.497899991513
2027-04-13,9053.692038127248
2027-04-14,9012.551604911758
2027-04-15,9295.420911213161
2027-04-16,9586.10466096782
2027-04-17,9296.330321683927
2027-04-18,8986.161580934546
2027-04-19,8686.035285063837
2027-04-20,8698.37635834586
2027-04-21,8944.380116086724
2027-04-22,9240.499559557056
2027-04-23,9267.48366580187
2027-04-24,8942.098721741575
2027-04-25,8838.130127964816
2027-04-26,9103.329881885697
2027-04-27,8862.860864917164
2027-04-28,8939.232109477902
2027-04-29,9006.967550839461
2027-04-30,9281.57760943047
2027-05-01,9478.589215507607
2027-05-02,9160.601928839746
2027-05-03,9184.38383421848
2027-05-04,8991.367896347341
2027-05-05,8674.388455468406
2027-05-06,8418.43924089485
2027-05-07,8438.697718138048
2027-05-08,8378.35510125372
2027-05-09,8637.395449280733
2027-05-10,8380.53650125762
2027-05-11,8420.328621938519
2027-05-12,8930.87042787689
2027-05-13,9421.068382768412
2027-05-14,9969.177906447661
2027-05-15,10455.521607888064
2027-05-16,10966.123301450656
2027-05-17,11248.293803054336
2027-05-18,11595.509675044412
2027-05-19,12076.043460114273
2027-05-20,11701.248924207732
2027-05-21,12203.527387496773
2027-05-22,12688.546469078461
2027-05-23,13263.452954361841
2027-05-24,13937.937842334406
2027-05-25,14520.012115318035
2027-05-26,14983.964762340098
2027-05-27,14683.844451755313
2027-05-28,14197.232237916189
2027-05-29,13676.198522868843
2027-05-30,13371.256610828763
2027-05-31,12922.030035551426
2027-06-01,12384.944721946727
2027-06-02,11743.609355941448
2027-06-03,12029.882016412628
2027-06-04,12806.457164374986
2027-06-05,13640.627222292953
2027-06-06,14186.728237953037
2027-06-07,14977.028958594785
2027-06-08,16032.17987817921
2027-06-09,17216.366057629806
2027-06-10,18228.42231558684
2027-06-11,18941.4252905884
2027-06-12,18294.844530083235
2027-06-13,17671.048607488872
2027-06-14,18285.68348678251
2027-06-15,17706.56801809409
2027-06-16,17004.826222415537
2027-06-17,17447.01151888457
2027-06-18,16871.68732929608
2027-06-19,16314.678665493453
2027-06-20,16847.814916484178
2027-06-21,16291.68638575271
2027-06-22,15872.013683820132
2027-06-23,15207.551887150708
2027-06-24,14528.710165323473
2027-06-25,14283.686535094772
2027-06-26,15155.173101423434
2027-06-27,15739.096651583135
2027-06-28,15219.149571922708
2027-06-29,17303.74374969016
2027-06-30,19388.175453191558
2027-07-01,21236.102895437303
2027-07-02,23361.843311637433
2027-07-03,25714.960320270868
2027-07-04,28137.80453554788
2027-07-05,30070.41762064768
2027-07-06,31728.086200644764
2027-07-07,31980.739160117126
2027-07-08,30209.377017279374
2027-07-09,28820.20506198164
2027-07-10,30748.14520129406
2027-07-11,32626.102625612875
2027-07-12,34654.438551783176
2027-07-13,36682.79659498428
2027-07-14,34714.96308775503
2027-07-15,34243.74513514607
2027-07-16,35257.550690852775
2027-07-17,35196.98960979217
2027-07-18,32638.895403772174
